product_title	category	tag
百事可乐汽水1L+果缤纷复合果汁饮料1.25L	快消品-饮料冲调-碳酸饮料-可乐汽水	果缤纷,果汁饮料,果汁,可乐,水果汁,水饮料,碳酸饮料,饮料,复合果汁,可乐饮料,酒水饮料,汽水,百事可乐
丘比蛋黄口味沙拉酱150g	快消品-粮油调味-调味酱-沙拉酱	酱,沙拉,色拉酱,沙拉酱,沙律,调味酱,沙律酱,蛋黄酱,酱料
象大厨红烧鸡翅根组合415g	餐饮熟食-快手菜肴-冷冻快手菜-冷冻禽类快手菜	红烧鸡翅根,鸡翅,翅根,鸡肉,红烧鸡翅,鸡翅根
家乐小当家海绵擦1个(赠品)	家居家装-厨房用品-厨房配件-其他厨房配件	海绵块,海绵,海绵擦
象大厨茄汁鱼片290g	餐饮熟食-快手菜肴-冷藏快手菜-冷藏海鲜快手菜	鱼肉,鱼片,茄汁鱼片,茄汁鱼,鱼
茶小壶菠萝百香果乌龙茶冻干水果茶81g	快消品-饮料冲调-茶叶-花果茶	
日本滴漏芳香牛奶咖啡饮料185g	快消品-饮料冲调-咖啡/功能饮料-咖啡饮料	奶咖,cafe,咖啡饮,咖啡饮料,饮料,酒水饮料,牛奶咖啡,咖啡,牛奶咖啡饮料
新疆一级库尔勒香梨约1kg	生鲜-水果-仁果类-梨	大头梨,库尔勒香梨,梨,香梨,新梨,茄梨,梨子,库尔勒梨,水果
统一打气碳酸饮料维生素果味500ml	快消品-饮料冲调-碳酸饮料-其他口味汽水	水饮料,饮料,碳酸饮料,酒水饮料,汽水
光明赏味酪乳风味发酵乳复合莓100g*3	快消品-乳品冷饮-低温乳制品-冷藏调味酸奶	酪乳,发酵乳酸奶,酸乳,乳制品,风味发酵乳酸奶,发酵乳,酸酪乳,风味发酵乳,酸奶,酸牛奶
马大姐精工豆府冻豆腐200g	快消品-面点速食-豆制品-其他豆制品	冷藏豆制品,冻豆腐,豆腐,豆制品
乐事美国经典原味薯片40g	快消品-休闲食品-膨化食品-薯条薯片	薯条薯片,休闲零食,膨化食品,薯片
紫菜花约450g	生鲜-蔬菜-结球类-花椰菜	紫花菜,白菜花,蔬菜,花椰菜,椰菜花,椰菜,花菜,菜花,散菜花,紫菜花,青菜
金鼎泰香辣竹笋175g	快消品-粮油调味-酱菜-笋类	
思念上海风味三鲜味大馅馄饨150g	快消品-面点速食-冷冻面点-馄饨/云吞	速冻食品,冷冻面点,馄炖,上海大馄饨,大馅馄饨,馄饨,馄钝,大馄饨,面点,云吞
汇营香叶20g	快消品-粮油调味-调味料-其他调味料	调味料,佐料,配料,月桂,调味干货,卤料,香叶,粮油副食
象大厨鸡翅中420g（原料）	生鲜-肉禽蛋-鸡肉-鸡翅	翅中,鸡,鸡翅,鸡中翅,鸡翅中,中翅
中粮嚼真儿猪肉棒40g叉烧味	快消品-休闲食品-肉干肉脯-猪肉零食	肉棒,猪肉棒
科尔沁清新欧芹牛肉肠150g	生鲜-肉禽蛋-调理肉禽-调理牛肉	肉肠,牛肉肠
恒顺香菜芯375g	快消品-粮油调味-酱菜-其他酱菜	榨菜,香菜芯,咸菜,下饭菜,酱菜,方便速食,腌菜,粮油副食,小菜
老倔厨五香花生150g	快消品-休闲食品-坚果炒货-花生	坚果,花生,花生米,香花生,花,休闲零食,干果,炒花生,炒货
苏菲超熟睡AIR350mm极薄夜用卫生巾5片(新老包装随机)	快消品-个护美妆-女性护理-卫生巾	卫生棉,夜用卫生巾,卫生巾,女性护理,姨妈巾,夜巾
萨啦咪手造鸭舌香辣味25g	快消品-休闲食品-肉干肉脯-禽肉零食	鸭肉,鸭,鸭子,休闲零食,鸭舌,鸭舌头
戈壁压砂瓜单粒6kg起	生鲜-水果-瓜果类-西瓜	压砂瓜,石缝瓜,西瓜,水果,瓜果
瑞士狄妮诗黄油酥饼175g	快消品-休闲食品-饼干曲奇-甜饼干	饼干曲奇,黄油酥饼干,酥饼,黄油酥,黄油饼干,饼干,休闲零食,香酥饼,曲奇,黄油饼,油酥饼,黄油酥饼
Driscoll’s云南蓝莓125g(14mm)	生鲜-水果-浆果类-蓝莓	蓝莓,水果
雷达清香型杀虫气雾剂600ml	快消品-清洁用品-驱蚊杀虫-灭鼠/杀虫剂	驱虫驱蚊,杀虫剂,杀飞虫气雾剂,家居厨卫,气雾剂,杀虫气雾剂,驱虫喷剂,杀虫水,杀虫
越玫瑰甜巨峰葡萄250g	生鲜-水果-浆果类-葡萄	葡萄,巨峰葡萄,玫瑰葡萄,水果
茶歇怡达果丹皮200g*28袋	快消品-休闲食品-果干蜜饯-山楂	蜜饯,山楂片,果皮丹,休闲零食,干果,果丹皮,山楂,果脯
乐畅白胡椒粉30g	快消品-粮油调味-调味料-香辛粉	
（组合装）海天特级金标生抽500ml+海天古道料酒450ml	快消品-粮油调味-调味汁/油-其他调味汁/油	酱油,生抽,生抽酱,酱料,调味油,粮油副食,醬油,料酒
红心火龙果+木瓜果切,	生鲜-水果-果切组合-组合果切	水果盘,乳瓜,红心火龙果,红龙果,果盒,果切,果盘,火龙果,木瓜,水果切,红火龙果,水果
威猛先生深层净力柠檬草香洁厕啫哩600g	快消品-清洁用品-厨卫清洁-洁厕剂	洁厕啫哩,洁厕剂,家居厨卫,洁厕净,家庭清洁,洁厕精,洁厕灵,卫浴清洁,洁厕宝,洁厕液
膳博士气调鲜猪脚(草乡猪)300g	生鲜-肉禽蛋-猪副件-猪蹄/猪手	猪蹄儿,猪爪,猪蹄,猪蹄子,猪肉,猪脚,猪手,猪爪子,元蹄
香印青提250g	生鲜-水果-浆果类-提子	葡萄,浆果,青提子,香青提,青提,香提子,提子,水果
香海微辣蛋黄鳕鱼皮52g	快消品-休闲食品-肉干肉脯-海产零食	蛋黄鱼皮,香辣鱼皮,鱼蛋蛋,休闲零食,鱼蛋,海产品,鳕鱼皮,鱼皮
象大厨牛奶吐司200g	餐饮熟食-烘焙糕点-面包吐司-吐司切片	面包,吐司,牛奶吐司,面包片,土司
海天草菇老抽1.28L	快消品-粮油调味-调味汁/油-酱油	酱油,粮油副食,老酱油,老抽,调味油,酱料,醬油
飘柔滋润去屑洗发露200ml	快消品-个护美妆-洗发护发-洗发水	洗发膏,洗发乳,洗发,洗头膏,洗头水,洗发液,洗发精,洗发水,洗发护发,洗发露
进口手指青提400g	生鲜-水果-浆果类-提子	葡萄,青提子,手指青提,青提,提子,水果
新疆葡萄干200g	快消品-休闲食品-果干蜜饯-葡萄干	葡萄干
象大厨香辣味羊肉小串125g(半成品)	生鲜-肉禽蛋-调理肉禽-调理羊肉	串串,羊肉小串,羊肉,小串
好得睐清炒河虾仁250g	餐饮熟食-快手菜肴-冷冻快手菜-冷冻海鲜快手菜	速冻食品,炒河虾,清炒河虾仁,冷冻半成品,虾仁,虾肉,海米,虾
珠丰甜瓜1个0.9kg（原料）	生鲜-水果-瓜果类-甜瓜	甜瓜,蜜瓜,瓜果,香瓜,哈蜜瓜,水果
金龙鱼黄金产地长粒香大米2.5kg	快消品-粮油调味-大米-长粒香	金龙鱼,米面,香米,香米米,米面杂粮,大米,长粒香,米,金香米,长米,长粒米,稻米,香大米,粮油副食
施华蔻多效修护19+润发乳200ml	快消品-个护美妆-洗发护发-护发素	护发乳,护发,护发素,润发乳,洗发护发
农心咖喱味兵卒一口脆70g	快消品-休闲食品-膨化食品-点心面	兵卒一口脆,休闲零食,兵卒,一口脆
第七代古法酱油500ml	快消品-粮油调味-调味汁/油-酱油	酱油,酱料,调味油,粮油副食,醬油
斐蒙伊比利亚谷饲黑猪火腿100g/袋（西班牙）	餐饮熟食-火腿熟食-培根肉肠-火腿切片	冷藏食品,火腿肠,肉肠,火腿,冷藏包装熟食
紫胡萝卜	生鲜-蔬菜-根茎类-胡萝卜	萝卜,蔬菜,箩卜,胡萝卜,紫胡萝卜,紫萝卜
精选黄瓜340-430g	生鲜-蔬菜-瓜茄类-黄瓜	胡瓜,青瓜,黄瓜,蔬菜
凯蒂猫花团锦簇红包袋	家居家装-鲜花礼品-礼品礼券-红包	红包,红包袋
祖名鲜腐竹200g	快消品-面点速食-豆制品-油豆腐/腐竹	腐竹,腐皮,豆皮,豆制品,豆腐竹
JJ牌果汁味猪肉脯165g	快消品-休闲食品-肉干肉脯-猪肉零食	肉干,猪肉脯,休闲零食,猪肉干,肉脯
康师傅鲜虾鱼板面95g*5(新老包装随机发货)	快消品-粮油调味-方便食品-方便面	方便面,快熟面,鲜虾鱼板面,面条,面,方便速食,鱼板面,板面
亨氏番茄沙司120g(新老包装随机发货)	快消品-粮油调味-调味酱-番茄酱	沙司,番茄酱,蕃茄酱,番茄沙司,沙司酱,调味酱,西红柿酱,番茄沙,蕃茄沙司
北菜园有机水果黄瓜约250g250g	生鲜-蔬菜-瓜茄类-黄瓜	青瓜,蔬菜,水果黄瓜,小瓜,黄瓜,菜瓜,胡瓜
亨利酸奶味果干坚果早餐即食谷物750g	快消品-饮料冲调-谷物冲调-混合麦片	坚果,休闲零食,干果,谷物,早餐
黑布林400g	生鲜-水果-核果类-李子	黑李子,黑李,黑布朗,黑布林,李子,水果
正大鲜鸡鸭血300g	快消品-面点速食-火锅丸滑-鸡鸭猪血	鲜鸡鸭血,鸭血,鸡鸭血
马路边边冷冻脆爽鸭肠60g	生鲜-肉禽蛋-鸭副件-其他鸭副件	鸭肠,鸭,鸭鸭肠
哈根达斯冰淇淋蓝莓味81g	快消品-乳品冷饮-冰淇淋-杯装冰淇淋	冰棍,冰淇凌,冰激淋,雪条,棒冰,冰淇琳,冰棍儿,雪糕,冰棒,冰糕,冰激凌,冰淇淋
海南树上熟木瓜600g	生鲜-水果-热带水果-木瓜	乳瓜,水果,木瓜,瓜果
玉砂优级绵白糖400g	快消品-粮油调味-调味料-糖	调味料,佐料,绵白糖,白砂糖,糖,白糖,绵糖,配料,粮油副食
太粮柬埔寨香米5kg	快消品-粮油调味-大米-香米	茉莉香米,米面,香米,香米米,米面杂粮,大米,太香米,米,香大米,丝苗米,粮油副食,米香米
甘竹牌豆豉鲮鱼罐头227g	快消品-粮油调味-方便食品-海鲜罐头	豆豉鲮鱼,粮油副食,罐头,鲮鱼罐头,鱼罐头,罐头制品,罐头鱼
青苹果 1kg±0.1kg	生鲜-水果-仁果类-苹果	
广西无核蜜柑1.5kg	生鲜-水果-柑桔橙柚类-柑	蜜柑,柑子,柑,橘橙,桔子,橘子,水果
农夫山泉饮用天然水550ml*12	快消品-饮料冲调-饮用水-天然水	饮用,山泉水,纯净水,水饮料,饮用天然水,水,酒水饮料,矿泉水,天然水,饮用水,礦泉水
宜洁一次性卫生竹筷50双 新老包装随机发货	家居家装-厨房用品-一次性用品-一次性餐具	筷,餐具,一次性餐具,家居厨卫,卫生筷,竹筷,筷子,一次性用品
沙巴哇综合蔬果干30g	快消品-休闲食品-果干蜜饯-水果干	果干,蜜饯,水果干,果蔬干,休闲零食,干果,水果脆片,蔬果干,果蔬脆,果脯
新良木薯淀粉200g	快消品-粮油调味-调味料-淀粉	调味料,木薯,佐料,淀粉,调味粉,生粉,木薯粉,木薯淀粉,配料,粮油副食
冷冻白条鸭950g(±50g)	生鲜-肉禽蛋-鸭肉-整鸭	鸭肉,鸭,鸭子,全鸭,白条鸭
爱茜茜里爱钻干酪味冰淇淋95g	快消品-乳品冷饮-冰淇淋-其他冰淇淋	冰淇凌,冰激淋,冰淇琳,雪糕,冰糕,冰激凌,冰淇淋
金满赢 排骨切块(冷藏缓化)盒装 500g±20g	生鲜-肉禽蛋-猪肉-猪排骨	
象大厨红油鸭翅500g(半成品)	餐饮熟食-快手菜肴-预制菜-肉禽类预制菜肴	鸭肉,鸭翅,油鸭,红油鸭翅
海底捞浓香牛油火锅底料150g	快消品-粮油调味-调味酱-火锅底料	牛油火锅,火锅,火锅底料,火锅料,底料,牛油底料,火锅底,牛油,牛油火锅底料,锅底,火锅汤底
冰鲜三文鱼刺身200g	生鲜-海鲜水产-海水鱼-三文鱼	三文鱼,刺身,冰鲜水产,海鲜水产,冰鲜海水鱼,冰鱼,三文鱼刺身,鱼
品客烧烤牛排味薯片110g	快消品-休闲食品-膨化食品-薯条薯片	薯条薯片,休闲零食,烧烤薯片,薯片
新雅荠菜腐衣百叶包225g	餐饮熟食-快手菜肴-冷冻快手菜-冷冻其他快手菜	百叶包
合优鲜谷饲白猪腿肉(单飨正)150g	生鲜-肉禽蛋-猪肉-猪腿肉	鲜猪后腿肉,鲜肉,腿肉,后腿肉,猪肉,白猪腿肉,猪腿,猪后腿肉,猪腿肉,鲜腿肉
善存小佳维咀嚼片（香甜柠檬味）40片78g	医疗保健-营养保健品-营养素-维生素	常规保健品,咀嚼片,保健品,善存小佳维,善存小佳维咀嚼片,佳维片,休闲零食,善存佳维片
恒慧精肉培根180g	餐饮熟食-火腿熟食-培根肉肠-培根	培根,精肉
木兰湖乡村纯品鸡蛋20枚800g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鸡蛋,鲜蛋,鲜鸡蛋
铁棍山药500g	生鲜-蔬菜-根茎类-山药	铁棍山药,蔬菜,药,面山药,山药棍,铁山药,山药,铁棍
美威 三文鱼丁 100g	生鲜-海鲜水产-海水鱼-三文鱼	鱼丁,三文鱼,鱼,海鲜水产,冷冻水产,三文鱼丁
雄鸡标番茄汁焗豆乳酪味230g	快消品-粮油调味-方便食品-果蔬罐头	焗豆,罐头,番茄汁,罐头果蔬,罐头制品
曼可顿黄油排包210g	餐饮熟食-烘焙糕点-面包吐司-花式面包	bread,面包,吐司,排包,烘焙面点,面包子,黄油面包
伊利安慕希5G蛋白勺吃原味酸奶125g	快消品-乳品冷饮-常温乳制品-常温原味酸奶	乳制品,发酵乳,常温酸奶,奶,酸奶,酸牛奶
万恩利牛奶巧克力味夹心饼干250g	快消品-休闲食品-饼干曲奇-夹心饼干	
泡吧小脆椒麻香辣味38g	快消品-休闲食品-膨化食品-其他膨化食品	
海南陵水千禧 1000g	生鲜-水果-浆果类-小番茄	圣果,圣女果,西红柿,千禧,小西红柿,番茄,千禧番茄,千禧果,蕃茄,水果
啪啪通咖喱鸡味虾片85g	快消品-休闲食品-膨化食品-虾条虾片	虾味片,虾片蟹片,休闲零食,龙虾片,虾片
53度贵州茅台王子酒（戊戌狗年）500ml	快消品-中外名酒-白酒-酱香型白酒	酱酒,酒,茅台王子酒,白酒,白酒酒,酒水饮料,王子酒,贵酒,茅台酒,茅台,王酒,贵州酒
圆白菜约500g	生鲜-蔬菜-结球类-甘蓝	包心菜,包包菜,蓝菜,蔬菜,牛心菜,椰菜,大头菜,白菜,包菜,菜叶,圆包菜,莲白,卷心菜,莲花白,圆白菜,洋白菜
贝丽亚一次性压缩毛巾20粒	家居家装-家纺用品-毛巾浴巾-毛巾	毛巾,手巾,家用纺织品
三只松鼠糯米锅巴火锅味108g	快消品-休闲食品-膨化食品-锅巴	休闲零食,锅巴米饼,锅巴
清风原木纯品金装3层抽取式面巾纸120抽/包*6	快消品-清洁用品-纸品-抽纸	纸,擦手纸,纸抽纸,清风纸,手帕纸,原木抽纸,抽纸面巾纸,纸面纸,抽纸纸,抽纸巾,餐巾纸,面巾纸抽,面巾,面巾纸,面抽,抽纸包,软抽,纸巾,卫生纸,原木纸,纸巾抽,面纸巾,纸抽,面纸,抽纸,纸面巾,抽取纸,抽面
鹏程冷鲜带筋猪蹄(称重)	生鲜-肉禽蛋-猪副件-猪蹄/猪手	猪蹄儿,猪爪,猪蹄,猪蹄子,猪肉,猪脚,猪手,猪爪子
睿洁宫廷风单支装牙刷（ 红黄蓝绿4个颜色随机发货）3支	快消品-个护美妆-口腔护理-牙刷	牙刷,洁牙刷,口腔护理
芦蒿150g	生鲜-蔬菜-根茎类-其他根茎	火锅,蔬菜,蒿菜,泥蒿,蒿子,芦蒿,篱蒿,藜蒿
爱自然长粒香大米2.5kg	快消品-粮油调味-大米-长粒香	米面,香米,香米米,米面杂粮,大米粒,大米,长粒香,米,长米,长粒米,稻米,香大米,粮油副食
太粮靓虾王香软米5kg	快消品-粮油调味-大米-其他籼米	米面,香米米,香米,软米王,米面杂粮,虾王米,大米,太香米,软香米,米,靓虾王,稻米,软米,靓虾米,香大米,丝苗米,粮油副食,香软米
绿箭冰柠薄荷味无糖薄荷35粒金属瓶装23.8g	快消品-休闲食品-糖果巧克力-薄荷糖	无糖口香糖,薄荷,无糖薄荷糖,休闲零食,口香糖糖,薄荷糖,口香糖
ABC澳洲茶树精华163mm加长劲吸绵柔护垫25片	快消品-个护美妆-女性护理-卫生护垫	护垫,卫生护垫,护理垫,劲吸绵柔护垫,卫生巾,月经垫,姨妈巾,卫生垫
布鲁克林印度淡色啤酒355ml	快消品-中外名酒-啤酒-进口精酿啤酒	啤酒啤酒,酒,啤啤,酒水饮料,啤酒酒,啤酒啤,啤酒
神州绿源生态鲜鸡蛋15枚675g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鲜蛋,鸡蛋,生鲜蛋,鲜鸡蛋
我要出山鲜羊腿200g	生鲜-肉禽蛋-羊肉-羊腿/羊腩	山羊腿,羊腿,鲜羊腿,羊肉
本地大白菜700g	生鲜-蔬菜-结球类-大白菜	白菜,黄芽菜,青菜,大白菜
鲜切冰镇麒麟瓜500g	生鲜-水果-果切组合-单果果切	水果盘,果盒,果切,果盘,麒麟瓜,水果切,水果,麒麟西瓜,西瓜
国产蓝莓(原料)(14mm)	生鲜-水果-浆果类-蓝莓	蓝莓,水果
圆茄子550g	生鲜-蔬菜-瓜茄类-茄子	蔬菜,圆茄,茄子,圆茄子,茄果,瓜茄
白糯玉米 约680g	生鲜-蔬菜-果实豆类-鲜玉米	苞米,米面,蔬菜,糯玉米,包谷,玉米,玉米棒,粘玉米,白玉米,黏玉米,玉米子,白糯玉米
消消火乌梅植物饮料500ml	快消品-饮料冲调-果蔬汁饮料-其他果蔬汁饮料	果汁饮料,果汁,水果汁,水饮料,果蔬汁饮料,饮料,植物茶饮料,蔬果汁,果蔬汁,酒水饮料,植物饮料,乌梅汁,植物茶,乌梅植物饮料,乌梅,植饮
泰国进口香水椰青单粒（含开口按钮）	生鲜-水果-热带水果-椰青/椰子	香水椰,香椰,青椰,椰青,椰子,水果,泰国椰青,青椰子,香水椰青
喜碧CMD0135马奇尔杯270ml(玻璃水杯）	家居家装-厨房用品-水具酒具-玻璃杯	
可口可乐唷茶-混合莓果红茶480ml	快消品-饮料冲调-茶饮料-红茶饮料	茶饮,可口可乐,红茶饮,水饮料,饮料,茶料,酒水饮料,茶,果茶,唷茶,茶饮料,饮茶,红茶饮料
好丽友薯愿香烤原味薯片104g	快消品-休闲食品-膨化食品-薯条薯片	香薯片,休闲零食,薯条薯片,薯片
悠米开心果140g	快消品-休闲食品-坚果炒货-开心果	休闲零食,干果,开心果,坚果
鲜活蛏子(原料)(55-65只/500g)	生鲜-海鲜水产-海水贝-蛏子	活蛏子,蛏子,贝类,鲜活水产,海鲜,海鲜水产
烟台富士原箱12.5kg	生鲜-水果-水果礼盒/整箱-单一国产水果礼盒/箱	
泰国椰蛋单粒500g	生鲜-水果-热带水果-椰青/椰子	青椰,椰子,水果,泰国椰青,椰蛋,椰子蛋,青椰子,椰青
露怡草莓果酱饼干120g	快消品-休闲食品-饼干曲奇-甜饼干	饼干曲奇,草莓饼,果酱饼,休闲零食,曲奇,甜饼干,饼干,果酱饼干
双枪不锈钢火锅漏勺1个	家居家装-厨房用品-厨房配件-勺铲	勺,厨房工具,锅具,火锅勺,勺子,家居厨卫,锅勺,火锅漏,网勺,漏铲,漏勺
昌和源来电小米薯片烧烤味200g	快消品-休闲食品-膨化食品-薯条薯片	米薯片,烧烤薯片,薯条,薯片,薯条薯片,休闲零食
山东樱桃XL级（原料）	生鲜-水果-核果类-车厘子/樱桃	桃,樱珠,樱桃子,核果,樱桃,厘子,车厘子,车厘子级,水果
暖冬艳阳混合小花束1束	家居家装-鲜花礼品-花-混合鲜花花束	鲜花,花束,花卉,小花束
品品逗嘴泡椒凤爪清爽山椒味188g	快消品-休闲食品-肉干肉脯-禽肉零食	山椒凤爪,凤爪,鸡掌,泡凤爪,泡鸡爪,泡鸡脚,泡椒凤爪,泡爪,鸡爪子,休闲零食,鸡脚,鸡爪,泡椒风爪,泡椒鸡爪
万谷食美玉米糁 400g	快消品-粮油调味-五谷杂粮-玉米	杂粮,米面,玉米糊,玉米糁,米面杂粮,玉米碎,玉米渣,米,粮油副食
优佳迷你黑巧克力威化饼干210g	快消品-休闲食品-饼干曲奇-威化饼干	威化,威化饼,威化饼干,休闲零食,干干,饼干,威化饼干干
李锦记精选老抽500ml	快消品-粮油调味-调味汁/油-酱油	酱油,粮油副食,老酱油,老抽,调味油,酱料,醬油
黄肉蜜柚单粒750g起	生鲜-水果-柑桔橙柚类-柚子	蜜柚,柚,柚子,水果
恒都冷冻草原半羊4.5kg	生鲜-肉禽蛋-羊肉-其他羊肉	羊半羊,半羊,羊肉
淳洁鲜鸡蛋15枚750g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鸡蛋,鲜蛋,鲜鸡蛋
澳宝樱花香氛沐浴露1.055L	快消品-个护美妆-身体护理-沐浴露	沐浴,沐浴乳,沐浴液,身体护理,洗澡液,浴液,沐浴露
大兴庞各庄御瓜单粒1.2kg	生鲜-水果-瓜果类-西瓜	御瓜,瓜果,水果
叮咚熊鲜乳大饼150g	快消品-休闲食品-饼干曲奇-甜饼干	鲜乳饼干,大饼干,鲜饼,休闲零食,曲奇,大饼,饼干
赠品甜玉米约300g	生鲜-蔬菜-果实豆类-鲜玉米	苞米,米面,甜玉米,蔬菜,包谷,玉米,玉米棒,水果玉米,玉米子
梵波精酿逍遥游麦田啤酒330ml	快消品-中外名酒-啤酒-国产精酿啤酒	精酿啤酒,啤酒啤酒,麦啤,酒,鲜啤,麦酒,酿酒,啤啤,啤酒精酿,精啤,酒水饮料,啤酒酒,啤酒啤,啤酒
乒乓球葡萄（原料）	生鲜-水果-浆果类-葡萄	葡萄,水果
宝奴咪手造动物棒棒糖55g	快消品-休闲食品-糖果巧克力-硬糖	棒棒糖,糖,休闲零食,硬糖,糖果,棒棒糖糖,棒糖
优诺 果粒看得见 草莓风味酸乳 125g	快消品-乳品冷饮-低温乳制品-冷藏调味酸奶	酸乳,优酸乳,发酵乳,酸奶,草莓酸奶,酸牛奶
中华海草沙律1kg	餐饮熟食-火腿熟食-熟食卤味-凉皮凉菜	加工配菜,沙拉,沙律,海草,色拉,海草沙律,水产配菜
大白菜3kg	生鲜-蔬菜-结球类-大白菜	白菜,黄芽菜,青菜,大白菜
莫小仙酸辣粉100g(新老包装随机发货)	快消品-粮油调味-方便食品-方便粉/米线	米面,酸粉,方便粉丝,粉丝,酸辣粉,冬粉,方便速食
简单滋味冷冻三文鱼骨400g	生鲜-海鲜水产-海水鱼-三文鱼	三文鱼,海鲜水产,冷冻水产,三文鱼骨,鱼,冷冻海水鱼
统一太魔性柠檬红茶250ml*6(新老包装随机发货)	快消品-饮料冲调-茶饮料-红茶饮料	茶饮,柠茶,红茶饮,水饮料,红茶茶,柠檬茶饮料,柠檬红茶,饮料,茶料,红茶,酒水饮料,茶,柠檬茶茶,柠檬茶,茶饮料,饮茶,红茶饮料
红洋葱180-250g	生鲜-蔬菜-根茎类-洋葱	洋葱头,蔬菜,洋葱,圆葱,红洋葱
乐肴居奈雪芙牛奶冰淇淋味麻糬35g*6	餐饮熟食-烘焙糕点-蛋糕甜品-甜品	麻薯,麻糬,面点
阿一波夹心海苔脆(糙米)20g	快消品-休闲食品-休闲小食-海苔/紫菜	海产品,海苔脆,休闲零食,海苔
蟠桃（原料）	生鲜-水果-核果类-桃	桃,核果,盘桃,蟠桃,桃子,水果
c&ok海苔苏打饼干360g	快消品-休闲食品-饼干曲奇-健康饼干	休闲零食,饼干,苏打饼,苏打饼干
稻香村合家团圆710g	快消品-休闲食品-中西糕点-月饼	月饼,合家团圆,糕点,月月饼,休闲零食,月饼点心
味全每日C纯果汁900ml桃汁味	快消品-乳品冷饮-冷藏饮料-冷藏果蔬汁	纯果汁,果汁饮品,果汁,水果汁,冷藏饮品,饮品
得力双面绵纸胶带2卷	家居家装-办公文具-学生文具-教具文具	胶布,胶条,纸胶带,双面绵纸胶带,绵纸胶带,胶带,纸胶,胶带纸,生活日用品,胶纸,文具,封箱带,封箱胶
佳能保鲜膜组合装(25m*20cm+20m*30cm)	家居家装-厨房用品-一次性用品-保鲜膜/袋	厨房工具,鲜膜,家居厨卫,保鲜膜
云南冰糖橙(原料)	生鲜-水果-柑桔橙柚类-橙子	橙,橙子橙,橘橙,冰糖橙,橙子,糖橙,云南橙,水果
农赐北部湾特产烤海鸭蛋6枚	生鲜-肉禽蛋-加工蛋-咸蛋	鸭蛋,咸蛋,特产,烤鸭蛋,海鸭蛋,盐鸭蛋,咸鸭蛋,盐蛋
大连美早樱桃100g	生鲜-水果-核果类-车厘子/樱桃	美早,樱珠,厘子,樱桃,大樱桃,车厘子,水果
象大厨秘制松花鸡腿200g	餐饮熟食-火腿熟食-熟食卤味-卤味禽类	松花鸡腿,鸡腿
农夫山泉春见油柑味苏打气泡水饮品500ml	快消品-饮料冲调-碳酸饮料-气泡水	苏打气泡水,泡泡水,苏打水,气泡饮料,苏打,碳酸饮品,气泡饮,水饮料,饮料,饮品,碳酸饮料,气泡水,酒水饮料,碳酸水,汽水,起泡水,礦泉水,汽泡水,碳水饮料
冷冻进口原切牛腱子500g(±25g)	生鲜-肉禽蛋-牛肉-牛腱子肉	牛腱子,牛腱肉,鲜肉,腿肉,牛腱子肉,牛腱,牛腿肉,金钱腱,腱子肉,腱子,牛肉,牛展
上好佳鱼余70g	快消品-休闲食品-膨化食品-其他膨化食品	鱼余,休闲零食
黑皮甘蔗2节450g起	生鲜-水果-热带水果-甘蔗	休闲水果,甘蔗,水果
丝蕴无硅修护洗发露	快消品-个护美妆-洗发护发-洗发水	洗发膏,洗发乳,洗发,洗头膏,洗头水,洗发液,洗发精,洗发水,洗发护发,洗发露
燕之坊即食玉米粒88g*2	快消品-粮油调味-五谷杂粮-玉米	杂粮,米面,玉米粒,米面杂粮,玉米,粮油副食
柴火大院寿司香米2.5kg	快消品-粮油调味-大米-香米	米面,香米,香米米,米面杂粮,大米,米,稻米,寿司米,香大米,粮油副食,米香米
象优选玉米碴（糁）450g(新旧包装随机)	快消品-粮油调味-五谷杂粮-玉米	杂粮,米面,自营杂粮,自营米面粮油,米面杂粮,象优选,玉米糁,玉米碎,玉米渣,米,玉米,玉米碴子,玉米碴,粮油副食
鲜活 海螺（称重）500g起售	生鲜-海鲜水产-海水贝-海螺	贝类,红螺,螺,鲜活水产,海鲜,海螺丝,海鲜水产,活海螺,海螺肉,泥螺,海螺
微波海鲜香辣意大利面 260g	快消品-面点速食-冷藏面点-其他冷藏米面制品	米面,面条,面,意面,意大利面
味好美寿喜锅风味锅物底料100g	快消品-粮油调味-调味酱-火锅底料	火锅,火锅底料,火锅料,锅物底料,火锅汤料,底料,汤底,火锅汤底,配料,汤料
丹麦皇冠谷饲冷冻猪脚500g	生鲜-肉禽蛋-猪副件-猪蹄/猪手	猪蹄儿,猪爪,猪蹄,猪蹄子,猪肉,猪脚,冻猪蹄,猪手,猪爪子
六和冷冻鸭翅中520g	生鲜-肉禽蛋-鸭肉-鸭翅	翅中,鸭肉,鸭中翅,鸭,鸭翅中,鸭翅
冬枣 400g	生鲜-水果-核果类-枣	冬枣,枣子,枣,水果
苦瓜450g	生鲜-蔬菜-瓜茄类-苦瓜	苦瓜,凉瓜,蔬菜
